added_at,track_name,artists,album,track_id,spotify_url
2026-02-24T03:35:46Z,first take,Travis Scott,Birds In The Trap Sing McKnight,6wwruKU956ldDyz55DZTt1,https://open.spotify.com/track/6wwruKU956ldDyz55DZTt1
2026-02-17T02:16:05Z,Friend Zone,A Boogie Wit da Hoodie,Artist,3W0Fvft7V7MtSftTrC8MSQ,https://open.spotify.com/track/3W0Fvft7V7MtSftTrC8MSQ
2025-10-27T18:28:40Z,With That (feat. Duke),"Young Thug, Duke",Barter 6,6o4nVtywF4F75RkOcDxrtd,https://open.spotify.com/track/6o4nVtywF4F75RkOcDxrtd
2025-10-18T00:26:46Z,"Black Hippie, White Hipster","Young Nudy, Pi’erre Bourne",Sli'merre,6PkgAqFSFbEWriHFjr1OL6,https://open.spotify.com/track/6PkgAqFSFbEWriHFjr1OL6
2025-10-07T02:03:11Z,Apple Pie,Travis Scott,Rodeo,6scpNkWEmUxmKY7nYjVLsX,https://open.spotify.com/track/6scpNkWEmUxmKY7nYjVLsX
2025-09-13T18:24:14Z,Provider,Frank Ocean,Provider,6R6ihJhRbgu7JxJKIbW57w,https://open.spotify.com/track/6R6ihJhRbgu7JxJKIbW57w
2025-08-23T20:48:40Z,asmr,21 Savage,i am > i was,2QgfDF0fQ4sskDthP8MG5w,https://open.spotify.com/track/2QgfDF0fQ4sskDthP8MG5w
2025-08-18T18:11:28Z,Almighty (feat. HoodRich Pablo Juan),"Gunna, HoodRich Pablo Juan",Drip Season 3 (Deluxe),7tjXeAUgZEe2yE6nSOcqWA,https://open.spotify.com/track/7tjXeAUgZEe2yE6nSOcqWA
2025-08-17T21:48:16Z,They Wanna Have Fun,"Metro Boomin, Travis Porter, Young Dro, Gucci Mane, DJ Spinz",Metro Boomin Presents: A Futuristic Summa (Hosted by DJ Spinz),7c2TmvPFi0AG5Vbw21XovM,https://open.spotify.com/track/7c2TmvPFi0AG5Vbw21XovM
2025-08-16T00:52:30Z,prototype,Gunna,The Last Wun,5Jo3oFBD4pM7eaaRjV8Bda,https://open.spotify.com/track/5Jo3oFBD4pM7eaaRjV8Bda
2025-08-16T00:35:25Z,many nights,Gunna,The Last Wun,0IhMkvwh9SBreIrTVtXCTf,https://open.spotify.com/track/0IhMkvwh9SBreIrTVtXCTf
2025-07-27T17:02:52Z,Now Or Never - Bonus Track,"Kendrick Lamar, Mary J. Blige","good kid, m.A.A.d city (Deluxe)",4KjnaUNYPwGnJjoeTFlt91,https://open.spotify.com/track/4KjnaUNYPwGnJjoeTFlt91
2025-07-26T12:39:31Z,By Your Side,Sade,Lovers Rock,7H3ojI1BsVy0dEJENqMt1k,https://open.spotify.com/track/7H3ojI1BsVy0dEJENqMt1k
2025-06-12T23:31:53Z,Airplane Mode,Limbo,Holo,7c0ss9FGSyXGNczL4gV75a,https://open.spotify.com/track/7c0ss9FGSyXGNczL4gV75a
2025-05-26T20:32:29Z,Diamonds (feat. Gunna),"Young Thug, Gunna",So Much Fun (Deluxe),2HIjQZsmscClqRGbfzwAgK,https://open.spotify.com/track/2HIjQZsmscClqRGbfzwAgK
2025-05-10T15:03:58Z,6 Speed,Number Wun Playa,6 Speed,3I7CqWEG11JlXi6TLkMFgF,https://open.spotify.com/track/3I7CqWEG11JlXi6TLkMFgF
2025-05-10T14:55:24Z,HIGH AS A BLIMP,808 Supply,HIGH AS A BLIMP,19rr7ktYKz4K66d9Kp5w54,https://open.spotify.com/track/19rr7ktYKz4K66d9Kp5w54
2025-03-31T20:24:07Z,Dump Truck,YoungBoy Never Broke Again,More Leaks,7qisRdS4NwbUpnfa38cTUW,https://open.spotify.com/track/7qisRdS4NwbUpnfa38cTUW
2025-03-31T17:23:15Z,BACKR00MS (with Travis Scott),"Playboi Carti, Travis Scott",MUSIC - SORRY 4 DA WAIT,2cjhSZd6uZIrp4ddxvvBdn,https://open.spotify.com/track/2cjhSZd6uZIrp4ddxvvBdn
2025-03-31T17:23:14Z,2024,Playboi Carti,MUSIC - SORRY 4 DA WAIT,1bAv1DWUibxCIjAk9SlzRi,https://open.spotify.com/track/1bAv1DWUibxCIjAk9SlzRi
2025-03-19T20:42:16Z,BACKD00R (feat. Kendrick Lamar & Jhené Aiko),"Playboi Carti, Kendrick Lamar, Jhené Aiko",MUSIC,0rNgWFQJtfttOYIHfDOHCg,https://open.spotify.com/track/0rNgWFQJtfttOYIHfDOHCg
2025-03-19T20:42:11Z,TOXIC (with Skepta),"Playboi Carti, Skepta",MUSIC,4evMMKc2HD6fV9slMfgkMx,https://open.spotify.com/track/4evMMKc2HD6fV9slMfgkMx
2025-03-17T16:40:24Z,Just Vibe (feat. Gunna),"HoodRich Pablo Juan, Gunna",BLO: The Movie,1IHKtYJY6uXnmIDjeS3zV2,https://open.spotify.com/track/1IHKtYJY6uXnmIDjeS3zV2
2025-03-14T16:47:50Z,OVERLY,Playboi Carti,MUSIC,5tRylsadMpm8TydUgq7NWj,https://open.spotify.com/track/5tRylsadMpm8TydUgq7NWj
2025-03-10T20:26:16Z,Family Don't Matter (feat. Millie Go Lightly),"Young Thug, Millie Go Lightly",Beautiful Thugger Girls,445YTBOjx9kYThBepGA9au,https://open.spotify.com/track/445YTBOjx9kYThBepGA9au
2025-02-14T19:59:26Z,Hallucinating,Future,HNDRXX,7IeHIGriFrJaTeaC4W0a8W,https://open.spotify.com/track/7IeHIGriFrJaTeaC4W0a8W
2025-02-14T19:35:00Z,Caught Their Eyes,"JAŸ-Z, Frank Ocean",4:44,71oM9w2BbJxzTpxzWIE0lw,https://open.spotify.com/track/71oM9w2BbJxzTpxzWIE0lw
2025-02-04T20:03:47Z,Got Me Started,2FeetBino,Cousin Feeter,2lO78vLbXDHABMPDNufxdc,https://open.spotify.com/track/2lO78vLbXDHABMPDNufxdc
2025-02-03T19:50:18Z,Pedestrian,Gunna,Drip Season 3 (Deluxe),30YhyUmaegqSxsBICCeVzY,https://open.spotify.com/track/30YhyUmaegqSxsBICCeVzY
2025-01-25T20:34:32Z,NEVEREVER,Destroy Lonely,NS+ (ULTRA),610gzNqwaSz89u6YIpDlyZ,https://open.spotify.com/track/610gzNqwaSz89u6YIpDlyZ
2025-01-25T14:38:26Z,Never Hating (feat. Young Thug),"Lil Baby, Young Thug",It's Only Me,1Py8c3dkLF0YczcAyBFBEM,https://open.spotify.com/track/1Py8c3dkLF0YczcAyBFBEM
2025-01-14T23:21:52Z,BAILE INoLVIDABLE,Bad Bunny,DeBÍ TiRAR MáS FOToS,2lTm559tuIvatlT1u0JYG2,https://open.spotify.com/track/2lTm559tuIvatlT1u0JYG2
2025-01-14T23:00:23Z,DtMF,Bad Bunny,DeBÍ TiRAR MáS FOToS,3sK8wGT43QFpWrvNQsrQya,https://open.spotify.com/track/3sK8wGT43QFpWrvNQsrQya
2025-01-11T23:02:29Z,Intro,Pi’erre Bourne,The Life Of Pi'erre 5,4GuP8UZCJBFn7Gbjs8PVlq,https://open.spotify.com/track/4GuP8UZCJBFn7Gbjs8PVlq
2025-01-11T23:02:28Z,Switching Lanes (feat. Playboi Carti),"Pi’erre Bourne, Playboi Carti",The Life Of Pi'erre 5,09hbZ8vF8YmlVQq55Ai1Ay,https://open.spotify.com/track/09hbZ8vF8YmlVQq55Ai1Ay
2025-01-11T23:02:26Z,HULU,Pi’erre Bourne,The Life Of Pi'erre 5,6632oMF5zGOZLheR7xf3Ee,https://open.spotify.com/track/6632oMF5zGOZLheR7xf3Ee
2025-01-11T23:02:25Z,Couch,Pi’erre Bourne,The Life Of Pi'erre 5,0VLkwjIaeJM5KMjcVVybBp,https://open.spotify.com/track/0VLkwjIaeJM5KMjcVVybBp
2025-01-11T23:02:24Z,42,Pi’erre Bourne,The Life Of Pi'erre 5,1OaICFX9cF0BWylKs86a4c,https://open.spotify.com/track/1OaICFX9cF0BWylKs86a4c
2025-01-11T23:02:22Z,Biology 101,Pi’erre Bourne,The Life Of Pi'erre 5,3nciU0IBvo0VjKMmsJW4OU,https://open.spotify.com/track/3nciU0IBvo0VjKMmsJW4OU
2025-01-11T23:02:21Z,YNS,Pi’erre Bourne,The Life Of Pi'erre 5,79Xfhw1engFKIVoZI6SdF2,https://open.spotify.com/track/79Xfhw1engFKIVoZI6SdF2
2025-01-11T23:02:20Z,Sossboy 2 (feat. Lil Uzi Vert),"Pi’erre Bourne, Lil Uzi Vert",The Life Of Pi'erre 5,7J0xf4SU1GNWJu2rtFD14T,https://open.spotify.com/track/7J0xf4SU1GNWJu2rtFD14T
2025-01-11T23:02:18Z,Practice,Pi’erre Bourne,The Life Of Pi'erre 5,6MCoV5wHggKc3HOYTSpAnl,https://open.spotify.com/track/6MCoV5wHggKc3HOYTSpAnl
2025-01-11T23:02:17Z,40 Clip,Pi’erre Bourne,The Life Of Pi'erre 5,0KrWkVnYjKx6b9T6rkXPFE,https://open.spotify.com/track/0KrWkVnYjKx6b9T6rkXPFE
2025-01-11T23:02:15Z,Retroville,Pi’erre Bourne,The Life Of Pi'erre 5,4ZrDlWjciVMlIY5FcYjngx,https://open.spotify.com/track/4ZrDlWjciVMlIY5FcYjngx
2025-01-11T23:02:14Z,Drunk And Nasty (feat. Sharc),"Pi’erre Bourne, Sharc",The Life Of Pi'erre 5,1lAJUXyP5S2dUYHer1xBas,https://open.spotify.com/track/1lAJUXyP5S2dUYHer1xBas
2025-01-11T23:02:13Z,Amen,Pi’erre Bourne,The Life Of Pi'erre 5,1N2qpeqUKZ2tyRqlR6y00V,https://open.spotify.com/track/1N2qpeqUKZ2tyRqlR6y00V
2025-01-11T23:02:09Z,Groceries,Pi’erre Bourne,The Life Of Pi'erre 5,127zRLKoGQXgp2lXsjzlbu,https://open.spotify.com/track/127zRLKoGQXgp2lXsjzlbu
2025-01-11T23:02:08Z,Butterfly,Pi’erre Bourne,The Life Of Pi'erre 5,0Jttv4sD1ofTqPGkNQAqOh,https://open.spotify.com/track/0Jttv4sD1ofTqPGkNQAqOh
2025-01-11T23:02:06Z,4U,Pi’erre Bourne,The Life Of Pi'erre 5,23aigxgRn6cVPxkJF3S5oe,https://open.spotify.com/track/23aigxgRn6cVPxkJF3S5oe
2025-01-09T18:35:35Z,Bandz (Bye Bye Birdie) (feat. Lil Uzi Vert),"DP Beats, Lil Uzi Vert",DPONTHEBEAT VOL 3,6V3BWc31TBcXYFaNsfL7M2,https://open.spotify.com/track/6V3BWc31TBcXYFaNsfL7M2
2024-12-31T16:59:24Z,Minute,"NAV, Metro Boomin, Playboi Carti, Offset",Perfect Timing,3JWh19WsndEFg0UFRFeTiU,https://open.spotify.com/track/3JWh19WsndEFg0UFRFeTiU
2024-12-28T19:43:23Z,Grow Up,Corkybul,Grow Up,0A2VocBnCvNlHwUXsK7iVf,https://open.spotify.com/track/0A2VocBnCvNlHwUXsK7iVf
2024-12-28T02:26:14Z,sweet sweet,Travis Scott,Birds In The Trap Sing McKnight,01Ch5LzVStxCFPKkT1xg6k,https://open.spotify.com/track/01Ch5LzVStxCFPKkT1xg6k
2024-12-25T01:42:44Z,Mannequin Challenge (feat. Juice WRLD),"Young Thug, Juice WRLD",So Much Fun,5TnLXSd4h6G06Fbt2ApOpa,https://open.spotify.com/track/5TnLXSd4h6G06Fbt2ApOpa
2024-12-22T21:33:12Z,Forgiveless (feat. Ol' Dirty Bastard),"SZA, Ol' Dirty Bastard",SOS Deluxe: LANA,5ZZEO35MDODWyjyRy3TLDA,https://open.spotify.com/track/5ZZEO35MDODWyjyRy3TLDA
2024-12-22T16:57:22Z,Saturn,SZA,SOS Deluxe: LANA,040I32EKLxQrkuxQu1pqvT,https://open.spotify.com/track/040I32EKLxQrkuxQu1pqvT
2024-12-22T16:57:20Z,SOS,SZA,SOS Deluxe: LANA,5F5oqltDYSgdAZPwYZ3N53,https://open.spotify.com/track/5F5oqltDYSgdAZPwYZ3N53
2024-12-22T16:57:19Z,Kill Bill,SZA,SOS Deluxe: LANA,4zozL5lnFIG0P5ZZ7l2NcR,https://open.spotify.com/track/4zozL5lnFIG0P5ZZ7l2NcR
2024-12-17T20:57:40Z,Herside Story,"GoldLink, Hare Squead",At What Cost,564oa00vY05d1uYnTEAAmE,https://open.spotify.com/track/564oa00vY05d1uYnTEAAmE
2024-12-13T01:50:25Z,"Ladies, Ladies, Ladies (with JID feat. T.I.)","Dreamville, JID, T.I.",Revenge Of The Dreamers III,3QBnJDkME3teXvf52Sfslk,https://open.spotify.com/track/3QBnJDkME3teXvf52Sfslk
2024-12-13T01:20:26Z,"U Say (feat. Tyler, The Creator & Jay Prince)","GoldLink, Tyler, The Creator, Jay Prince",Diaspora,2p37Mfy2PWajgOS3i2aaep,https://open.spotify.com/track/2p37Mfy2PWajgOS3i2aaep
2024-12-10T02:56:51Z,Young Wheezy (with Gunna),"NAV, Gunna",Emergency Tsunami,0bMyxvtbPa7HFemLjzw0xX,https://open.spotify.com/track/0bMyxvtbPa7HFemLjzw0xX
2024-12-07T19:12:28Z,I Suppose,"Quality Control, Takeoff",Quality Control: Control The Streets Volume 2,2LpP13UOrvPIsDpuRjTLxP,https://open.spotify.com/track/2LpP13UOrvPIsDpuRjTLxP
2024-12-06T21:27:31Z,Slam the Door,"Young Stoner Life, Young Thug, Gunna",Slime Language 2 (Deluxe),07Vwzgzl5dRyU7AMpJbIE3,https://open.spotify.com/track/07Vwzgzl5dRyU7AMpJbIE3
2024-11-23T13:45:44Z,wacced out murals,Kendrick Lamar,GNX,5gOfC9UzZQzTyShqPMrpjT,https://open.spotify.com/track/5gOfC9UzZQzTyShqPMrpjT
2024-11-23T13:45:44Z,squabble up,Kendrick Lamar,GNX,0nj9Bq5sHDiTxSHunhgkFb,https://open.spotify.com/track/0nj9Bq5sHDiTxSHunhgkFb
2024-11-23T13:45:43Z,luther (with sza),"Kendrick Lamar, SZA",GNX,45J4avUb9Ni0bnETYaYFVJ,https://open.spotify.com/track/45J4avUb9Ni0bnETYaYFVJ
2024-11-23T13:45:42Z,man at the garden,Kendrick Lamar,GNX,5ho7VSXSmI2KM2nDjcnLyz,https://open.spotify.com/track/5ho7VSXSmI2KM2nDjcnLyz
2024-11-23T13:45:41Z,hey now (feat. dody6),"Kendrick Lamar, Dody6",GNX,5S8VwnB4sLi6W0lYTWYylu,https://open.spotify.com/track/5S8VwnB4sLi6W0lYTWYylu
2024-11-23T13:45:40Z,reincarnated,Kendrick Lamar,GNX,0RgjEkSbeuStKfT2Pa4Zai,https://open.spotify.com/track/0RgjEkSbeuStKfT2Pa4Zai
2024-11-23T13:45:40Z,tv off (feat. lefty gunplay),"Kendrick Lamar, Lefty Gunplay",GNX,0aB0v4027ukVziUGwVGYpG,https://open.spotify.com/track/0aB0v4027ukVziUGwVGYpG
2024-11-23T13:45:39Z,"dodger blue (feat. wallie the sensei, siete7x, roddy ricch)","Kendrick Lamar, Wallie the Sensei, Siete7x, Roddy Ricch",GNX,4K1Pg0FLno1ltzX3jeqT83,https://open.spotify.com/track/4K1Pg0FLno1ltzX3jeqT83
2024-11-23T13:45:38Z,peekaboo (feat. azchike),"Kendrick Lamar, AZ Chike",GNX,2Uts1QFB4u2YNIMiqcb4de,https://open.spotify.com/track/2Uts1QFB4u2YNIMiqcb4de
2024-11-23T13:45:37Z,heart pt. 6,Kendrick Lamar,GNX,1SGvjfc85yzqKXsfKcCxn2,https://open.spotify.com/track/1SGvjfc85yzqKXsfKcCxn2
2024-11-23T13:45:36Z,"gnx (feat. hitta j3, youngthreat, peysoh)","Kendrick Lamar, Hitta J3, YoungThreat, Peysoh",GNX,3aZptNYC6Z1YoumeqZcDcQ,https://open.spotify.com/track/3aZptNYC6Z1YoumeqZcDcQ
2024-11-23T13:45:36Z,gloria (with sza),"Kendrick Lamar, SZA",GNX,0wgOhYnqZKjOHr6bmdz0aN,https://open.spotify.com/track/0wgOhYnqZKjOHr6bmdz0aN
2024-11-20T00:00:13Z,jazz is for ordinary people,berlioz,jazz is for ordinary people,12BaQt9aYdTlEtKreqB5V4,https://open.spotify.com/track/12BaQt9aYdTlEtKreqB5V4
2024-11-19T23:55:40Z,The Recipe - Bonus Track,"Kendrick Lamar, Dr. Dre","good kid, m.A.A.d city (Deluxe)",1eRBW1HcyM1zPlxO26cScZ,https://open.spotify.com/track/1eRBW1HcyM1zPlxO26cScZ
2024-11-19T23:49:23Z,Mi Negrita,Devendra Banhart,Mala,4r7iDEGdW2Gw9hJlCbi5qL,https://open.spotify.com/track/4r7iDEGdW2Gw9hJlCbi5qL
2024-11-19T02:48:23Z,Young Love,Cleo Sol,Rose in the Dark,4UpBPaIMx7OoFpjeNdXfMn,https://open.spotify.com/track/4UpBPaIMx7OoFpjeNdXfMn
2024-11-06T01:16:53Z,Safe 2,Veeze,Ganger,03EeSCpknE0FT43T57UkSg,https://open.spotify.com/track/03EeSCpknE0FT43T57UkSg
2024-09-20T16:04:14Z,AYE SAY GANG,Future,MIXTAPE PLUTO,3SfqAvcloZcg65r9Si6ziJ,https://open.spotify.com/track/3SfqAvcloZcg65r9Si6ziJ
2024-09-20T15:52:48Z,SURFING A TSUNAMI,Future,MIXTAPE PLUTO,6t48Ju7G0qoYovcWJgvVwL,https://open.spotify.com/track/6t48Ju7G0qoYovcWJgvVwL
2024-09-20T15:44:06Z,MJ,Future,MIXTAPE PLUTO,1zdVrr3f0eUorO9bkdZ58N,https://open.spotify.com/track/1zdVrr3f0eUorO9bkdZ58N
2024-09-20T15:12:41Z,SKI,Future,MIXTAPE PLUTO,6pf7fmrtYcA4WpqTksuh68,https://open.spotify.com/track/6pf7fmrtYcA4WpqTksuh68
2024-09-20T15:12:40Z,LIL DEMON,Future,MIXTAPE PLUTO,3aCPResPDNae3pXTocGpYe,https://open.spotify.com/track/3aCPResPDNae3pXTocGpYe
2024-09-08T00:00:08Z,Spaced Out,Young Nudy,Slimeball,4y3l1Qk130C1ebtgIGxltq,https://open.spotify.com/track/4y3l1Qk130C1ebtgIGxltq
2024-09-06T23:59:19Z,Ruby Rosary (feat. J. Cole),"A$AP Rocky, J. Cole",Ruby Rosary (feat. J. Cole),1lloYB6uHOTDmheiWsq4DL,https://open.spotify.com/track/1lloYB6uHOTDmheiWsq4DL
2024-08-10T23:13:20Z,2 Many Chances,Tray Day Sadd,528 Hz: Escape the Comfort Zone,5IxHoZ1YZxdYaAEo0WBXkn,https://open.spotify.com/track/5IxHoZ1YZxdYaAEo0WBXkn
2024-08-10T04:13:02Z,Daddy's Birthday,Young Thug,Beautiful Thugger Girls,347hgqCHnL4GfgVX5hZfNv,https://open.spotify.com/track/347hgqCHnL4GfgVX5hZfNv
2024-08-10T02:37:42Z,way back,Travis Scott,Birds In The Trap Sing McKnight,2Zy7XVdxyZQB8xp5xbpJdl,https://open.spotify.com/track/2Zy7XVdxyZQB8xp5xbpJdl
2024-08-04T19:57:52Z,DEAD,"¥$, Kanye West, Ty Dolla $ign",VULTURES 2,3OIzMTyg6PIV2ZsefS3O2n,https://open.spotify.com/track/3OIzMTyg6PIV2ZsefS3O2n
2024-08-04T19:51:50Z,530,"¥$, Kanye West, Ty Dolla $ign",VULTURES 2,4hm8BZ7nLceFNZUexWTxx4,https://open.spotify.com/track/4hm8BZ7nLceFNZUexWTxx4
2024-07-26T13:33:27Z,Ghetto (feat. Young Thug & Lil Durk),"Mustard, Young Thug, Lil Durk",Faith Of A Mustard Seed,1uU143K4dObFyeykORAD0m,https://open.spotify.com/track/1uU143K4dObFyeykORAD0m
2024-07-11T21:48:44Z,deep in it,"berlioz, Ted Jasper",deep in it,3J2WUEn6oFN8eDPZov7w9I,https://open.spotify.com/track/3J2WUEn6oFN8eDPZov7w9I
2024-06-19T01:09:15Z,Novacane,Frank Ocean,Novacane,4osgfFTICMkcGbbigdsa53,https://open.spotify.com/track/4osgfFTICMkcGbbigdsa53
2024-06-17T21:10:54Z,Twisting Our Fingers,"Lil Gotit, Young Thug, Lil Keed",Twisting Our Fingers,0M46V5WC2euVqHh80ey1Hw,https://open.spotify.com/track/0M46V5WC2euVqHh80ey1Hw
2024-06-11T19:06:03Z,Cumbia Sobre el Mar,"Quantic, Flowering Inferno",Dog With a Rope,6znjOwrvur265V4hEx6mtl,https://open.spotify.com/track/6znjOwrvur265V4hEx6mtl
2024-06-01T14:03:30Z,Maldito Muchacho,"Quantic, Nidia Gongora",Curao,6mHyF3odjjD50BfDcq9fDe,https://open.spotify.com/track/6mHyF3odjjD50BfDcq9fDe
2024-05-22T22:51:54Z,Umbrella (with 21 Savage & Young Nudy),"Metro Boomin, 21 Savage, Young Nudy",HEROES & VILLAINS,2Yt4SXIgmoaPZHGdRafp4P,https://open.spotify.com/track/2Yt4SXIgmoaPZHGdRafp4P
2024-05-15T15:38:39Z,Crazy Clientele,"Future, Metro Boomin",WE STILL DON'T TRUST YOU,3GlQVf7QbQv1bro2mPL3K4,https://open.spotify.com/track/3GlQVf7QbQv1bro2mPL3K4
2024-05-06T23:20:41Z,MiNt cHoCoLaTe (feat. Conway the Machine),"1999 WRITE THE FUTURE, BADBADNOTGOOD, Westside Gunn, Conway the Machine",hella (˃̣̣̥╭╮˂̣̣̥) ✧ ♡ ‧º·˚,5BtPdQhHPyJIaEqfoj7BlB,https://open.spotify.com/track/5BtPdQhHPyJIaEqfoj7BlB
2024-05-03T21:25:40Z,Amazing (Interlude),"Future, Metro Boomin",WE STILL DON'T TRUST YOU,5sOsYuB0SfyKzAeW3BXHjq,https://open.spotify.com/track/5sOsYuB0SfyKzAeW3BXHjq
2024-05-03T21:05:09Z,Se Lo Ví,"Quantic, Nidia Gongora",Curao,0konz2e6O7MUYgDJIEMeZf,https://open.spotify.com/track/0konz2e6O7MUYgDJIEMeZf
2024-05-01T23:34:36Z,La Verdolaga,Totó La Momposina,Gaitas y Tambores,2C2yFkuhSq76ongQRqvRZS,https://open.spotify.com/track/2C2yFkuhSq76ongQRqvRZS
2024-04-28T17:03:51Z,Bonito y Sabroso,Beny Moré,Serie Platino,2VdeSD30CXVoAKU4xHMBfV,https://open.spotify.com/track/2VdeSD30CXVoAKU4xHMBfV
2024-04-28T16:52:26Z,Amor en Francia,"Quantic, Nidia Gongora",Curao,4nMeNKY8kPYMgihK9O0K07,https://open.spotify.com/track/4nMeNKY8kPYMgihK9O0K07
2024-04-28T16:52:17Z,Tekkers,AYLØ,For Good Reasons,34xP9J8ofSuYzsAPM7LjCE,https://open.spotify.com/track/34xP9J8ofSuYzsAPM7LjCE
2024-04-26T21:49:52Z,Un Canto a Mi Tierra,"Nidia Gongora, Quantic",The Power of the Latin Music,0GyI9HG9r1j0QDPedcfjds,https://open.spotify.com/track/0GyI9HG9r1j0QDPedcfjds
2024-04-26T21:49:48Z,No Soy Del Valle,"Nidia Gongora, Quantic",The Power of the Latin Music,3tkrKE6l85eRvrek4Nu4Fk,https://open.spotify.com/track/3tkrKE6l85eRvrek4Nu4Fk
2024-03-25T00:31:50Z,"El Que No Sufre, No Vive","Angel Meléndez, Rico Walker",Angel Meléndez X Big Band Máquina,27rEuUpUiJ5WxI8F8Lgq6Z,https://open.spotify.com/track/27rEuUpUiJ5WxI8F8Lgq6Z
2024-02-28T10:50:47Z,Still Dreaming,"Nas, Kanye West, Chrisette Michele",Hip Hop Is Dead (Expanded Edition),72nLaDnt2dfxCA3ZAiEC2c,https://open.spotify.com/track/72nLaDnt2dfxCA3ZAiEC2c
2024-02-13T17:07:54Z,Feel The Fiyaaaah (with A$AP Rocky & feat. Takeoff),"Metro Boomin, A$AP Rocky, Takeoff",HEROES & VILLAINS,3SsJ17EnPIu1B4GZshqjIS,https://open.spotify.com/track/3SsJ17EnPIu1B4GZshqjIS
2024-02-13T16:51:11Z,DIRTY NACHOS,"Chief Keef, Mike WiLL Made-It",DIRTY NACHOS,5CU0ZVQKGyOeOIbuXDo6gr,https://open.spotify.com/track/5CU0ZVQKGyOeOIbuXDo6gr
2024-02-11T00:11:55Z,BEG FORGIVENESS,"Kanye West, Ty Dolla $ign",VULTURES 1,7DPUuTaTZCtQ6o4Xx00qzT,https://open.spotify.com/track/7DPUuTaTZCtQ6o4Xx00qzT
2024-01-31T21:50:10Z,Snooze,SZA,SOS,4iZ4pt7kvcaH6Yo8UoZ4s2,https://open.spotify.com/track/4iZ4pt7kvcaH6Yo8UoZ4s2
2024-01-08T14:36:39Z,Helluva Price,Gunna,Drip Season 3 (Deluxe),5bFym95c4l7Q7cVIYArOzC,https://open.spotify.com/track/5bFym95c4l7Q7cVIYArOzC
2024-01-02T08:08:29Z,"327 (feat. Tyler, The Creator & Billie Essco)","Westside Gunn, Joey Bada$$, Tyler, The Creator, Billie Essco",Pray for Paris,5sxRbu2Oi9lgmLO8taA3Rf,https://open.spotify.com/track/5sxRbu2Oi9lgmLO8taA3Rf
2023-12-15T21:01:45Z,Son Soneate,Laba Sosseh,El Maestro,1DpuVfjem3pVjfFK6z7f3R,https://open.spotify.com/track/1DpuVfjem3pVjfFK6z7f3R
2023-11-29T13:25:36Z,Running Late,KARRAHBOOO,Running Late,1CwnEKPRLebumbHmZ3yZly,https://open.spotify.com/track/1CwnEKPRLebumbHmZ3yZly
2023-11-15T20:19:10Z,4 AM In Cali,"FastCashJune, CruddyMurda",4 AM In Cali,7ElHawF7drtCU0dWTypLP1,https://open.spotify.com/track/7ElHawF7drtCU0dWTypLP1
2023-11-06T18:18:05Z,From A Man,Young Thug,From A Man,3CUMd8XMv3LBSLrDrKoXQE,https://open.spotify.com/track/3CUMd8XMv3LBSLrDrKoXQE
2023-11-05T22:44:49Z,J F K,CruddyMurda,J F K,5XcPgwY936HO68GbXt2MrW,https://open.spotify.com/track/5XcPgwY936HO68GbXt2MrW
2023-10-07T16:59:10Z,Im Back,"Raq baby, L5",Im Back,1EGQFyIDwKdaRmwE4Wa0fE,https://open.spotify.com/track/1EGQFyIDwKdaRmwE4Wa0fE
2023-09-07T21:35:28Z,Jukebox Joints (feat. Joe Fox & Kanye West),"A$AP Rocky, Joe Fox, Kanye West",AT.LONG.LAST.A$AP,2gAGWaK4wvt2xrFUlR4mK8,https://open.spotify.com/track/2gAGWaK4wvt2xrFUlR4mK8
2023-09-05T15:13:03Z,Made In America,"JAŸ-Z, Kanye West, Frank Ocean",Watch The Throne (Deluxe),57CdogxwhzdHhqjj0115He,https://open.spotify.com/track/57CdogxwhzdHhqjj0115He
2023-09-05T14:38:09Z,No Church In The Wild,"JAŸ-Z, Kanye West, Frank Ocean, The-Dream",Watch The Throne (Deluxe),1jIfaHx4jUl1mqdig9wUra,https://open.spotify.com/track/1jIfaHx4jUl1mqdig9wUra
2023-08-25T13:29:25Z,Moment Of Your Life,"Brent Faiyaz, Coco Jones",Moment Of Your Life,5HkloVRj7hJe04zHDAqTpf,https://open.spotify.com/track/5HkloVRj7hJe04zHDAqTpf
2023-08-19T18:35:29Z,Tycoon,Future,High Off Life,05TpY5Fov3Hgfp8V1KILZ8,https://open.spotify.com/track/05TpY5Fov3Hgfp8V1KILZ8
2023-07-30T14:57:01Z,PARASAIL (feat. Yung Lean & Dave Chappelle),"Travis Scott, Yung Lean, Dave Chappelle",UTOPIA,2Q0aElTZQtEUsoiaQfizu6,https://open.spotify.com/track/2Q0aElTZQtEUsoiaQfizu6
2023-07-29T14:16:24Z,LOST FOREVER (feat. Westside Gunn),"Travis Scott, Westside Gunn",UTOPIA,7EiUtdeoWcKqLi5ELZCjYf,https://open.spotify.com/track/7EiUtdeoWcKqLi5ELZCjYf
2023-07-28T21:25:03Z,TELEKINESIS (feat. SZA & Future),"Travis Scott, SZA, Future",UTOPIA,1i9lZvlaDdWDPyXEE95aiq,https://open.spotify.com/track/1i9lZvlaDdWDPyXEE95aiq
